artist,country,price,year
Midnight Oil,Greece,32.5,1990
Captain America,UK,33.5,25 Nov 1991
Martyn Bates,Belgium,30.5,1990
Flag Of Democracy,Germany,31.5,1993
Crash Box,Italy,30.5,1987
Lightspeed Future Lullaby,Germany,27.5,2001
Delta Rebels,US,30.5,1989
Bee Vamp,UK,27.5,30 Jun 1982
Thirteen Moons,UK,30.5,1987
The Perfect Disaster,UK,28.5,1990
Steven Brown,"Vinyl, LP, Album",30.5,Benelux
Robert Plant,Europe,30.5,1985
Whitesnake,"Vinyl, LP, Album, Remastered",32.5,US
Witch (6),France,30.5,1984
Book Of Love,US,30.5,1988
Various,"Vinyl, LP, Compilation",32.5,Sweden
Naked Prey,Netherlands,28.0,1990
Ofra Haza,Netherlands,30.5,1988
War Dance,Belgium,30.5,1989
The Entrance Band,"Vinyl, 10"", Limited Edition, Single",43.5,UK
Five Thirty,UK,27.0,22 Jul 1991
Sleep,UK,125.0,2015
The Verve,UK,243.5,1995
Wu-Tang Clan,Europe,55.0,12 Oct 2018
The Stone Roses,US,110.0,1990
Butthole Surfers,US,113.5,1996
Motörhead,USA & Europe,60.0,28 Aug 2015
Samsara Blues Experiment,Germany,74.0,2013
Cocteau Twins,Europe,117.5,22 Apr 2017
Mansun,UK & Europe,117.5,08 Jun 2018
Culebra (2),Venezuela,39.980000000000004,1981
Porcupine Tree,UK,73.5,2008
Agusa,Sweden,84.0,2014
Self Defense Family,US,63.5,2014
David Bowie,Canada,130.0,
The Rolling Stones,US,105.0,Jun 1978
The Tea Party,Canada,87.5,30 Oct 2015
Suede,Netherlands,36.0,1993
Screaming Trees,US,365.0,1986
The White Stripes,US,173.5,18 Apr 2015
Philippe Sarde,US,28.5,1981
Pete Townshend,Europe,58.5,14 Apr 2017
Phosphorescent,"Vinyl, LP, Album, Club Edition,",55.0,US
The Pogues,UK & Europe,44.5,1993
The Myrrors,UK,75.0,Mar 2016
Fastbacks,Germany,24.5,1993
The Police,UK,17.0,1980
Μάνος Χατζιδάκις,Greece,32.5,1984
Various,Greece,37.5,1989
Big Chief,Germany,18.5,1991
King,UK,17.5,1984
Gigolo Aunts,Spain,20.5,1992
Addict,UK,17.0,1998
Άννα Βίσση,Greece,30.5,12 Dec 1989
The Membranes,Greece,34.5,1988
Divine,UK,17.5,Jun 1984
Posithrob,France,24.5,1996
Domino,Netherlands,24.5,1993
Si Begg,France,27.5,1997
DJ Basti,Switzerland,26.0,1999
Zed Bias,UK,27.0,Jan 2000
Sybil,US,24.9,28 Jan 2005
DJ Jerry,Czech Republic,24.5,2004
"Swain, Snell & Lucas",US,31.0,15 Apr 2003
SUB (7),Finland,22.5,Jun 1989
Various,Portugal,27.0,2000
Exotica,France,27.5,30 Sep 2002
Grand High Priest,,24.5,Aug 2007
Patrice Strike Presents Snake Eyes,France,24.5,Jan 2003
The Shamen,UK,18.5,15 Jul 1991
Buckner & Garcia,Greece,21.5,1982
The Blue Aeroplanes,UK,21.5,1994
Natasha King,Italy,20.5,1984
Excessives,Belgium,21.5,1990
Inspiral Carpets,UK,20.5,18 May 1992
Levellers,UK,21.5,1995
Gallon Drunk,UK,23.5,1991
The Crows,"Vinyl, 7"", 33 ⅓ RPM, Single, Picture Disc",21.5,US
Heaven 17,UK,18.5,Sep 1983
Atlantica (2),UK,22.5,1993
Elton John,Canada,21.5,1983
PsyCon,Italy,18.5,1984
Χρυσοθήρες,Greece,21.5,1989
Pure Morning,UK,20.5,Apr 1996
Combustible Edison,UK,21.5,1993
Dirty Fuse,Greece,40.0,10 Dec 2018
The Sound Explosion,Greece,44.0,2018
Foreigner,Italy,18.5,1984
Freeez,Canada,19.5,1983
The Human League,Greece,21.5,1982
The Madmen (4),Australia,21.5,1990
Inspiral Carpets,UK,20.5,18 Jun 1990
Los Hooligans (2),Mexico,24.5,1966
Γιάννης Λιβέρης,Greece,34.0,1970
Tony Pinelli,Greece,24.5,1967
Αντζέλικα,Greece,34.5,1970
Βλάσσης Μπονάτσος,Greece,34.5,1977
Δ. Γεωργιάδης,Greece,24.5,1969
Fefe,Greece,25.5,1967
Άννα Βίσση,Greece,34.5,1977
Δώρος Γεωργιάδης,Greece,28.5,1968
Διονύσης Σαββόπουλος,Greece,22.5,1965
Shonen Knife,UK,17.0,1992
,UK,21.5,11 Mar 1996
Donna Summer,Canada,17.5,1983
Two Saints,US,24.5,1991
Surface (9),Greece,18.5,1995
The Savage Suns,Spain,23.5,1991
The Jacksons,Europe,18.5,1987
Powerdrops,Greece,20.5,Sep 1995
Agalloch,US,233.5,15 Jul 2016
Kim Carnes,Canada,17.0,1982
My Life Story,UK,21.5,1997
Dire Straits,Greece,22.5,1982
Bis,UK,18.5,1997
Fun Fun,Italy,18.5,1983
Barrabas,France,18.5,1981
Falco,Greece,30.5,1986
Prince And The Revolution,Europe,26.5,1988
Various,UK,34.0,1988
The Tamperer,Germany,9.99,1998
The London Symphony Orchestra,Greece,29.5,1989
Fischer-Z,US,30.5,1979
James Brown,Europe,27.5,1989
Naked Sun,Germany,26.5,1991
Alpha Blondy,Greece,30.0,1985
Starvation,Greece,29.5,1985
INXS,UK,26.5,1997
Dire Straits,Greece,26.9,1982
The Winter Consort,US,30.5,1970
Ice-T,US,42.5,13 Sep 1988
Gipsy Kings,Europe,28.5,1990
Gladys Knight & The Pips,Greece,40.0,1974
Eighth Wonder,Greece,26.5,1988
Various,Greece,27.5,1979
Simple Minds,Greece,27.5,1991
Agalloch,Germany,117.5,Feb 2015
Paul Weller,Europe,104.0,24 Feb 2017
Takis Barbagalas,Greece,53.5,2015
Jack Of All Trades,Greece,68.5,2014
Alcest,Germany,78.0,17 Jan 2014
Gloria Estefan,Greece,27.5,1989
Local Heroes SW9,UK,29.5,1981
The Cramps,UK,40.0,29 Sep 2014
DJ Pantelis Kot?kis,Greece,24.5,
The 2 Live Crew,US,28.5,1989
Tony Pinelli,Greece,75.0,1968
Ace Of Base,Greece,38.5,1993
Bruce Springsteen,Greece,27.9,1987
Outsideinside,US,27.0,1993
K.I.D.,Greece,55.0,1983
Spear Of Destiny,UK,26.0,Jun 1985
Duranduran,UK,24.990000000000002,1988
Scorpions,UK,23.5,1988
Slaughter,UK,28.5,1986
Was (Not Was),UK,30.5,1990
The J. Geils Band,Greece,28.5,1980
Tchaikovsky,"Vinyl, LP, Stereo",30.5,Italy
Peter Tosh,Greece,27.5,1983
De La Soul,US,27.5,1989
Olympic Runners,US,30.5,1976
The Tubes,Greece,31.5,1976
Saxon,Greece,29.5,1988
Genesis,Greece,29.0,1976
Honeydive,Greece,40.0,1993
The Bounty Hunters,UK,30.5,1989
Μαμαγκάκης,Greece,30.5,1977
Poll,Greece,33.5,
Ομάδα Περιφρούρησης,Greece,30.5,1996
Stress (13),"Vinyl, LP, Album, Reissue, Remastered, Limited Edition,",94.0,Greece
The Seers,Italy,30.5,1992
Τα Παιδιά Του Ήλιου,Greece,30.9,1989
Villa 21,Greece,64.0,Nov 1987
Ex Humans,Greece,70.0,30 Dec 2012
Εκτός Μάχης,Greece,43.5,Apr 1995
Megadeth,UK,55.0,1985
Επόμενη Κίνηση,Greece,37.0,05 Mar 1996
Judas Priest,Greece,43.5,1986
Biff Bang Pow!,US,36.5,1988
Fluid,Germany,26.5,1990
Revolting Cocks,UK,40.0,06 Sep 1993
Trio,Germany,24.9,1982
Petali Del Cariglione,Italy,32.5,25 Dec 1985
Terminal Power Company,UK,27.5,1992
Rod Stewart,Greece,28.5,1981
Crystal Trip,UK,24.0,1990
Jah Wobble's Invaders Of The Heart,UK,26.5,1994
Redd Kross,UK,27.5,1994
Arthur Lyman,Japan,27.0,1992
Dr. John,US,21.63,14 Apr 2012
Windir,France,69.9,28 May 2021
AaRON (4),France,145.0,2009
9mm Parabellum Bullet,Japan,26.23,27 Apr 2016
The Snowdroppers,Australia,21.95,2015
Bob Mould,US,14.8,1989
The Pale Fountains,Europe,19.5,2013
Mark Kozelek,US,65.0,09 Dec 2008
Ed Lincoln,Europe,5.8,2002
Deodato,France,14.5,1985
JJUUJJUU,USA & Canada,47.989999999999995,13 Apr 2018
Various,Greece,20.490000000000002,1980
Various,"Vinyl, LP,",55.49,UK
Alborosie,UK,41.989999999999995,13 Jul 2018
Heresi,Germany,45.38999999999999,Apr 2006
Drowning The Light,Germany,63.4,02 Dec 2009
M.B.,Germany,118.0,15 Feb 2007
Σταύρος Κουγιουμτζής,Greece,31.389999999999997,1974
The Incredible String Band,US,34.38999999999999,1972
Counting Crows,UK,34.989999999999995,1994
Δημήτρης Φάμπας,Greece,54.39,1966
Surface (9),Greece,18.990000000000002,1995
Aphex Twin,Europe,108.0,19 Sep 2014
John Davidson,US,19.39,1966
Various,"Vinyl, LP, Compilation",24.39,Greece
Morrigan (3),Germany,29.39,2007
Μαρινέλλα,Greece,29.39,03 Feb 1969
Dyspnea,Greece,24.39,17 Apr 2014
Pierre Henry,"Vinyl, LP, Album, Repress, Stereo",49.39,France
Blyth Power,UK,20.39,1989
Kark,US,22.39,2007
Etten,Greece,38.38999999999999,23 Jan 2013
Κώστας Χατζής,Greece,24.990000000000002,1979
M. B.,Germany,178.0,2006
Μαρινέλλα,Greece,24.39,1973
Bright Eyes,UK & Europe,59.0,21 Mar 2005
The Chap,UK,34.38999999999999,2003
Drastus,Finland,23.39,23 Nov 2006
Kansas Bible Company,US,31.389999999999997,01 Nov 2013
Malicious Secrets,France,88.0,2005
Manes,Germany,113.4,2006
Evripidis And His Tragedies,Greece,32.99,19 Sep 2011
Coffins,US,54.39,14 Nov 2008
Envy (2),UK,48.989999999999995,2010
渡辺岳夫,Japan,16.8,21 Nov 1979
Colette Magny,France,51.99,1984
Mauricio Kagel,"Vinyl, LP, Album",29.39,Germany
Horna,Germany,30.39,2005
Kawabata Makoto,UK,34.38999999999999,2006
Plexiglas,Germany,44.99,2006
Mayhem,UK,113.4,03 Jun 2008
Eventless Plot,Greece,14.99,12 Feb 2005
The Incredible String Band,UK,24.39,1970
Blasphemous Evil,Belgium,47.39,2002
C.S. Yeh,US,29.39,2009
Meringue,US,28.990000000000002,1997
Blasphemophagher,US,29.39,19 Nov 2010
Necromantia,Greece,103.4,2008
Old Funeral,Italy,93.4,2002
Disdomestic Violence,Japan,24.990000000000002,2006
Imo,US,29.39,1986
Drog_A_Tek,Greece,49.39,2003
Book Of Black Earth,US,24.39,Sep 2006
Coffins,US,48.989999999999995,13 Dec 2007
Wu-Tang Clan,Europe,50.49,29 Sep 2014
Television,Europe,33.489999999999995,04 Sep 2014
Grand Magus,Europe,34.4,29 Jan 2014
Northwind,Greece,114.49,1982
The Dillards,US,20.490000000000002,1968
Ηλίας Καρέτσος,Greece,30.4,1982
Catherine Wheel,Europe,45.489999999999995,24 Sep 2019
Various,US,56.489999999999995,1991
Cypress Hill,Europe,40.489999999999995,28 Feb 2019
New Zero God,Greece,21.490000000000002,13 Dec 2013
Inspiral Carpets,UK,50.49,1994
Στέρεο Νόβα,Greece,52.49,21 May 2018
Thelonious Monk,Russia,35.489999999999995,2016
The Rolling Stones,Europe,30.490000000000002,17 Apr 2010
Erasure,UK,20.490000000000002,1994
Boysetsfire,Germany,31.490000000000002,02 Oct 2015
Loverboy,Greece,21.490000000000002,1983
Crisis (2),UK,135.49,1981
s̶i̶s̶t̶e̶r̶,Greece,45.489999999999995,2018
Alex North,Europe,35.489999999999995,2016
The Velvet Underground,US,52.49,
Cold I,Greece,29.490000000000002,15 Oct 2016
Diablo Blvd,Europe,29.490000000000002,23 Jan 2015
Mastodon,Europe,29.990000000000002,29 Sep 2017
ΦΕΥ,Greece,50.49,11 Oct 2018
Charged G.B.H,UK,40.489999999999995,1990
"10,000 Maniacs",Europe,40.489999999999995,05 Mar 2016
New York Dolls,Europe,48.83,16 Feb 2018
Cold War Kids,Europe,29.490000000000002,07 Apr 2017
Rolling Stones,"Vinyl, LP, Album, Reissue",45.489999999999995,Greece
The Rolling Stones,Greece,32.489999999999995,Sep 1977
Voodoo Healers,Germany,28.810000000000002,30 Sep 2015
Panx Romana,Greece,38.489999999999995,2016
Black Cat # 13,US,18.990000000000002,2000
John Mayall & The Bluesbreakers,Greece,40.489999999999995,1990
Χαοτικό Τέλος,Greece,33.489999999999995,10 Feb 2017
Frank Zappa,Greece,55.49,1975
Madonna,Europe,32.989999999999995,25 Oct 2019
Planet Of Zeus,Italy,35.489999999999995,27 Sep 2019
Σπύρος Μεταξάς,Greece,44.489999999999995,1985
Trapeze,New Zealand,39.489999999999995,2019
Iron Maiden,UK,50.49,Sep 2005
Echo Train,Greece,35.489999999999995,09 Jun 2016
Spyros Xenos,Greece,37.72,2017
Cold I,Greece,29.490000000000002,15 Oct 2016
Lotus Emperor,Greece,38.489999999999995,2015
Death Wolf,Europe,30.490000000000002,08 Dec 2014
Gorillaz,"UK, Europe & US",35.489999999999995,19 Apr 2019
Joeski Love,UK,18.990000000000002,1986
The Locals (4),Greece,32.4,15 Sep 2018
Thelonious Monster,Europe,45.489999999999995,06 Apr 2018
Jean-Michel Jarre,Europe,45.489999999999995,13 Apr 2018
Spinout (2),US,30.490000000000002,1991
Παύλος Σιδηρόπουλος,Greece,34.989999999999995,2019
Various,"Vinyl, LP, Compilation",19.490000000000002,US
Black Stone Cherry,Europe,40.489999999999995,2019
Dustbowl (4),Greece,35.489999999999995,11 Oct 2019
Rainbow,Greece,30.490000000000002,
Madonna,Europe,40.489999999999995,13 Apr 2019
Goblin,Italy,34.489999999999995,2019
Basment Sessions Seattle,,35.489999999999995,2016
Elvis Presley,"Vinyl, LP, Compilation, Remastered,",35.489999999999995,Italy
John Barry,Europe,33.45,2016
Zbigniew Preisner,Greece,38.4,1994
Insane (13),Greece,20.4,1993
The Triffids,Greece,33.4,1989
Bob Dylan,Greece,24.490000000000002,1985
Μίμης Πλέσσας,Greece,37.989999999999995,2020
Bon Jovi,Europe,48.83,04 Nov 2016
Nightstalker (2),Italy,32.989999999999995,04 Oct 2019
Fool In The Box,Greece,30.490000000000002,2018
Emarosa,US,45.989999999999995,09 Sep 2014
Northern Lights (6),Canada,19.0,Mar 1985
Nobuo Uematsu,US,137.99,27 Mar 2020
La Dispute,US,37.989999999999995,22 Mar 2019
George Michael,Canada,19.0,1986
Cliff Richard,UK,19.0,1973
Lights (5),Canada,63.99,2019
Glenn & Chris,UK,19.0,1987
"Earth, Wind & Fire",UK,19.0,20 Jan 1978
Neil Sedaka,UK,19.0,Jan 1973
Dodos,US,43.989999999999995,2013
Jeff The Brotherhood,USA & Canada,55.99,07 Sep 2018
Hundred Suns,US,42.989999999999995,11 Aug 2017
Emerson Lake And Palmer,UK,19.0,1977
Mineral,US,87.99,2019
The Lawrence Arms,US,33.0,27 Oct 2009
"nothing,nowhere.","USA, Canada & Europe",63.99,2019
The Scaffold,Spain,21.990000000000002,1968
羽田健太郎,Japan,55.0,05 Sep 1980
Joyride!,US,42.989999999999995,Sep 2014
Thijs van Leer,Australia,5.0,1975
Killswitch Engage,US,147.99,2015
Hawthorne Heights,US,50.99,Aug 2019
Evergreen Terrace (2),US,67.99000000000001,10 Dec 2013
múm,Germany,14.8,10 Sep 2001
Les Baxter,Netherlands,8.8,
Black Sabbath,Germany,54.5,1980
The Beatles,US,14.8,1973
David Bowie,"Vinyl, LP, Album, Reissue, Remastered,",39.5,Europe
Cleaners From Venus,US,14.5,2014
The Jacksons,UK,2.5,1978
Nest (3),"Vinyl, 10"", Limited Edition, 45 RPM, Numbered",14.8,UK
Efterklang,UK,14.8,25 Oct 2004
Lloyd Cole And The Commotions,US,3.8,1987
Lloyd Cole,Europe,4.8,21 Feb 1990
Sufjan Stevens,USA & Europe,14.8,08 Dec 2017
Mark Fry,UK,15.5,29 Sep 2014
The Polyphonic Spree,US,25.8,2007
Ennio Morricone,US,49.5,1984
Ryuichi Sakamoto,Europe,31.5,13 Dec 2017
Pink Floyd,Germany,14.8,1984
The Young Fresh Fellows,US,51.99,1988
Tape,Czech Republic,32.8,16 Apr 2008
The Beatles,US,9.5,1973
Zoot Woman,UK,14.8,2000
Hans-Joachim Roedelius,Germany,19.8,23 Jun 2017
Cabaret Voltaire,Germany,6.8,1987
El Michels Affair,US,17.8,2008
Siouxsie And The Banshees,UK,14.8,
Space,Germany,18.5,Apr 1977
Stevie Wonder,Italy,2.8,1973
Andy Williams,UK,3.8,1962
Dirk Leyers,Germany,2.5,28 Jan 2005
The Flaming Lips,UK & Europe,14.8,Dec 2013
Violent Femmes,US,69.66,
Marcos Valle,Europe,21.5,1998
Ryuichi Sakamoto,Japan,185.0,2004
cLOUDDEAD,US,27.8,16 Mar 2004
Ronny Jordan,UK,8.8,1996
Cleaners From Venus,US,16.5,14 May 2013
Various,Europe,14.8,25 Jun 2016
Various,Europe,27.8,2002
ABC,Europe,4.5,1990
Vince Guaraldi Trio,US,19.8,
Townes Van Zandt,Germany,49.5,2014
Luiz Bonfa,US,14.8,1965
Yo La Tengo,UK,14.8,28 Aug 2015
Can,UK,54.55,1974
The Colour Field,Europe,3.8,1985
Ringo Starr,Germany,6.8,1973
Karl Heinz Schäfer,France,22.8,2007
Ennio Morricone,Italy,21.5,1986
Cleaners From Venus,US,14.5,24 Jun 2014
Robert Johnson,US,14.8,2017
The Impressions,Italy,32.5,2001
The Pogues,Italy,14.8,1985
Revolting Cocks,Europe,7.8,Feb 1986
The Go-Betweens,Germany,19.5,1986
Gary Numan,Germany,8.5,1980
Johnny Cash,Europe,14.8,2016
Tape,US,74.5,09 Jun 2009
Howie B.,UK,21.8,28 Jul 1997
J.J. Johnson,US,19.5,
The Remote Viewer,Germany,14.8,05 Apr 2005
The Legendary Pink Dots,Italy,16.81,26 Apr 2015
The Kingsbury Manx,US,54.5,18 Jan 2000
Will Oldham,US,7.8,1999
Blur,UK & Europe,14.8,06 Aug 2012
Various,US,15.5,Apr 2016
Cleaners From Venus,US,16.5,21 Apr 2012
Various,Italy,14.8,2001
Bobbi Lynn,UK,11.5,02 Jul 1971
Various,Greece,6.8,Aug 1986
Emiliana Torrini,"Vinyl, LP, Album, Limited Edition, Reissue, Remastered,",33.5,UK
Burl Ives,UK,14.8,
Neil Young & Crazy Horse,Europe,16.5,
The Sapphires (3),UK,6.8,2013
Kenny Carter,UK,7.8,2014
Catherine Spaak,Italy,8.8,1964
Holger Czukay,UK,14.88,1979
David Bowie,Europe,88.66,2011
Zoviet France,UK,79.66,1984
Bob Dylan,Europe,8.8,1985
The Ringleaders,UK,8.8,2010
Larry Saunders,UK & Europe,8.8,2014
The Lightning Seeds,Germany,5.8,1990
Martin Denny,US,14.8,1959
Various,UK,7.8,2015
The Flaming Lips,Europe,19.5,13 Apr 2019
The Divine Comedy,UK,27.5,Jan 1992
Perez Prado,US,14.8,1955
Mice Parade,UK,7.8,2003
Robert Forster,Germany,66.5,18 Sep 2015
Jack Frost (5),Australia,14.8,1991
Patti Smith Group,Europe,14.8,14 Nov 2011
Floating Points,US,6.8,26 Sep 2017
Marc Almond,Europe,5.8,1990
Can,Germany,14.8,1975
Chet Baker,Netherlands,25.8,2008
T.S.U. Toronados,UK,7.8,2011
Cat Power,US,15.8,2011
The Human League,"Vinyl, LP, Album, Reissue, Stereo,",18.8,Europe
Art Lande,Germany,14.8,1974
I Am Kloot,UK,115.0,26 Mar 2001
The Rutles,UK,6.8,07 Apr 1978
The Divine Comedy,UK,14.8,Oct 1991
Eskew Reeder,"Vinyl, 7"", Single, 45 RPM",9.5,UK
Abercrombie Quartet,Germany,7.8,1980
The Oscar Peterson Trio,Netherlands,4.8,
Michael Tanner,UK,16.8,16 May 2016
Talking Heads,Europe,18.5,01 Jul 2013
Grandmaster & Melle Mel,US,14.8,1990
Giorgio Tuma,Spain,17.8,26 Feb 2016
Yo La Tengo,US,18.5,Jul 2012
Bitchin Bajas,US,19.5,26 Feb 2013
Harold Budd,US,185.0,2013
D'Angelo,US,69.66,2015
Les Baxter,Europe,17.8,2018
Ray Charles,Netherlands,3.5,1972
Aztec Camera,US,4.8,1987
Wes Montgomery,"Vinyl, LP, Album, Limited Edition, Reissue, Remastered,",9.8,Europe
The Triffids,UK,9.8,1986
The March Violets,UK,3.8,04 Aug 1984
Various,Australia,7.0,1976
"Hank Williams, Jr.",US,30.0,1982
Maracuja (2),France,6.0,1985
Janet Jackson,UK,16.0,1996
Ryuichi Sakamoto,Japan,125.9,Feb 2018
Kajagoogoo,Australia,7.0,1983
Lou Reed,US,95.0,08 Nov 1972
Various,Australia,100.0,1972
Robohands,UK,62.99,12 Mar 2021
Tyrone Taylor,US,14.9,
Cruz,US,27.0,1977
Various,"Vinyl, 12"", Compilation, Sampler",16.0,US
Iron Maiden,Japan,79.0,30 Mar 1985
Jovit,Germany,23.4,
Benny The Butcher,Europe,58.0,09 Apr 2021
Queen,Japan,42.0,Sep 1980
Inell Young,UK,14.8,Sep 2014
The Dream Syndicate,Germany,16.8,1987
Sex Pistols,UK,18.8,1985
Jeanette (6),France,2.5,1976
Johnny Harris,Italy,3.8,1971
The Modern Jazz Quartet,Spain,9.5,2012
The Seeds,Italy,34.5,2003
Chris Cornell,US,63.0,16 Nov 2018
Tommy Guerrero,US,57.0,2020
Windhand,USA & Europe,70.0,05 Oct 2018
Batacumbele,Puerto Rico,37.0,1981
Francisco Roca,Sweden,27.6,1977
Boney M.,France,4.0,1983
The Who,UK,8.76,1972
City Girls (3),US,28.79,2020
Amillionsons,UK,16.0,2002
John Reids,UK,99.0,1973
Sick Feeling,US,12.99,20 Jan 2015
Six Feet Under (2),France,6.0,1984
Can,Germany,160.0,1970
Toru Arima & Noche Cubana,"Vinyl, LP, Album",34.49,Japan
Bobby Goldsboro,US,6.99,1985
Slingbaum,US,59.0,Sep 2020
Silverchair,Australia,50.0,1999
Queen,Japan,35.0,1975
Paul Simpson,UK,31.0,09 Oct 1989
Antilles (2),US,17.990000000000002,2009
Hector Berlioz,UK,33.0,
Daniel Facérias,France,5.0,1991
O.G.C. (Originoo Gunn Clappaz),US,150.0,1996
The Mom And Dads,US,14.0,1981
George Winston,US,4.0600000000000005,1982
Outer Heaven (2),US,54.0,12 Oct 2018
Queen,Japan,35.0,1976
Various,Japan,43.0,1977
Maurice Donovan,UK,20.0,Mar 2011
Saxon,South Korea,42.989999999999995,1984
Kentaro Haneda,Japan,52.0,1984
Fiona Apple,Europe,34.989999999999995,17 Jul 2020
モーニング娘。,Japan,46.71,06 Oct 1999
Elvis Presley,"Vinyl, 7"", 45 RPM, Reissue,",54.99,US
Mantas (3),US,49.0,19 Jun 2012
Allison And Calvin Turner,US,38.0,1970
Culture,"Vinyl, 12"", EP",39.940000000000005,Canada
Led Zeppelin,Europe,30.9,24 Oct 2014
Alternative (5),US,9.0,1985
Dvořák,UK,37.0,1963
All Them Witches,US,35.4,2016
Steve Vai,US,44.99,1984
Aretha Franklin,US,16.0,1969
Lemar,UK,17.0,2003
Hawkwind,Australia,70.0,1980
Wrong (7),US,29.0,29 Apr 2016
Cry Sisco!,France,5.0,1988
Taboo (17),France,6.0,1991
Lowell Fulsom,US,10.0,1972
The Tamlins,Jamaica,15.0,
Curtis Carrington,US,206.5,1958
Billy Connolly,Australia,14.95,1980
Winnie Dorff,Denmark,17.5,1974
Apoll,Switzerland,61.29,2001
Leonard Charles,Japan,37.0,
Damien Rice,Europe,24.0,31 Oct 2014
Lonnie Johnson (2),"Vinyl, LP, Compilation, Mono",14.49,Denmark
The Brewers,UK,4.0,1972
Antoine Manana,Ivory Coast,52.0,1983
Incantation,US,39.0,13 Nov 2015
Dr. Dre,US,256.0,1992
Н. Римкий-Корсаков,USSR,51.0,
Bobby Goldsboro,US,8.25,1968
Snow (2),UK,17.0,1993
山口冨士夫,Japan,39.0,1986
Celia Cruz,US,27.0,1978
Grimes (4),US,28.88,21 Feb 2020
Level 2,Italy,33.5,1991
Denak,Sweden,14.0,2000
Blazé,Belgium,13.0,1990
Mel Tillis,Canada,5.0,1973
Jinjer (2),Europe,39.0,16 Feb 2018
Depeche Mode,UK,90.0,27 Sep 1982
UB40,Australia,15.0,1986
Cheo Feliciano,Venezuela,47.980000000000004,1977
Quarterflash,US,19.990000000000002,1981
Simon & Garfunkel,UK,23.99,1972
Sandy Farina,Germany,12.0,1984
Christina Aguilera,US,88.0,26 Aug 2019
Charlie Christian,"Vinyl, LP, Mono",39.0,Japan
Mitch Ryder,UK,15.0,
Clarence Henry,US,9.0,
Dvořák,UK,37.0,May 1967
Kirsty MacColl,UK,19.44,1989
The Pussycat Dolls,US,71.99,28 Aug 2019
Audrey Landers,Germany,6.0,Aug 1988
Lonnie Johnson (2),"Vinyl, LP, Compilation, Mono",14.49,Australia
Electric Light Orchestra,US,12.98,1973
Jay-Z,Europe,89.95,1999
Murs,US,89.95,23 Mar 2004
Hi-Tek,US,60.95,2001
Michael Jackson,UK,40.95,1983
Automator,US,68.95,2000
Czarface,US,146.5,14 Feb 2019
Kool Keith,US,51.95,10 Apr 2020
Canibus,US,150.9,2003
Oh Well,UK,31.0,1989
Grade (2),US,3.0,1999
Mobb Deep,US,150.9,1999
Various,UK,41.95,
"Tyler, The Creator",Europe,109.95,2014
Herbie Hancock,Japan,91.95,1975
Buckwild,Europe,190.9,03 Jul 2017
Public Enemy,Europe,56.95,2020
Nightmares On Wax,UK,94.95,Jun 2014
The Fatback Band,US,37.95,1975
Thievery Corporation,Europe,51.95,01 Apr 2014
George Duke,US,57.95,1982
"Earth, Wind & Fire",US,81.95,1975
Pleasure (4),US,101.95,1978
Thievery Corporation,US,59.95,2014
The Nonce,Germany,59.95,26 Nov 2014
Common Sense,US,112.95,1992
Daft Punk,Europe,278.9,2003
Da Lench Mob,US,61.95,2019
The Original Jazzy Jay,US,59.95,1989
Kruder & Dorfmeister,"Germany, Austria, & Switzerland",97.95,Jan 2021
DJ Shadow,US,55.95,15 Nov 2019
Dead Prez,US,87.95,03 Jun 2015
St Germain,Europe,55.95,29 Jan 2021
Tupac Shakur,Japan,70.95,2000
Daft Punk,Europe,85.95,2018
Alice Phoebe Lou,Germany,34.2,Jan 2018
Timbaland & Magoo,Germany,50.95,2003
Academy Of St. Martin In The Fields,UK,33.0,
Lynyrd Skynyrd Band,Canada,15.0,
Various,US,6.75,1963
The Projections (2),US,104.0,1982
The Headhunters,Europe,42.95,09 Mar 2018
Herbie Hancock,Germany,31.95,1995
"Earth, Wind & Fire",US,101.95,1973
Deodato,US,26.95,1974
Deodato,US,41.95,1975
A.G.,US,79.95,2006
George Benson,US,51.95,1976
George Benson,UK,37.95,1981
Eumir Deodato,US,41.95,1979
Bar-Kays,US,81.95,1977
First Choice,"Vinyl, 12"", 33 ⅓ RPM, Reissue",41.95,Netherlands
The S.O.S. Band,US,102.95,1982
Stanley Clarke,US,41.95,1974
"Earth, Wind & Fire",US,46.95,1972
Thievery Corporation,US,60.95,03 Apr 2020
George Duke,US,40.95,1977
Michael Jackson,US,76.95,1984
Smif N Wessun,US,109.95,23 Nov 2007
DJ Shadow,"UK, Europe & US",236.9,28 Oct 2016
Baby Huey,Europe,40.95,18 Apr 2016
Thievery Corporation,US,57.95,2014
George Duke,US,47.95,1979
Robert Miles,US,178.9,1996
Thievery Corporation,US,57.95,10 Feb 2017
Ruff Ryders,Europe,119.95,2000
Rakim,US,69.95,1997
Busta Rhymes,Germany,119.95,2000
DMX,US,103.95,23 Oct 2001
Grand Daddy I.U.,US,40.95,1994
Ghostface,US,65.95,20 Apr 2004
Ruff Ryders,US,89.95,1999
Lyrics Born,US,74.95,2003
Mobb Deep,US,116.95,1996
Ruff Ryders,US,119.95,1999
Larry Levan,US,50.95,1999
"Earth, Wind & Fire",Japan,107.95,1974
Stevie Wonder,Japan,155.5,1973
Hi-Gloss,Japan,101.95,1981
Alchemist,US,196.5,17 Aug 2018
The Gap Band,US,71.95,1977
